Fecha,VariedadPapa,PMax,PMin,PProm,Volumen
ENE-2015,Papa Amarilla,3.0,1.1,1.72,1968.0
FEB-2015,Papa Amarilla,1.7,1.4,1.52,1290.0
MAR-2015,Papa Amarilla,2.2,1.4,1.64,1629.0
ABR-2015,Papa Amarilla,1.4,0.9,1.16,1286.0
MAY-2015,Papa Amarilla,1.6,1.0,1.23,1210.0
JUN-2015,Papa Amarilla,1.45,1.1,1.33,1409.0
JUL-2015,Papa Amarilla,2.2,1.3,1.59,1679.0
AGO-2015,Papa Amarilla,3.0,1.7,2.18,1313.0
SEP-2015,Papa Amarilla,3.5,2.6,3.02,824.0
OCT-2015,Papa Amarilla,3.4,2.7,2.93,1207.0
NOV-2015,Papa Amarilla,3.3,1.7,2.51,1658.0
DIC-2015,Papa Amarilla,2.9,1.9,2.19,3469.0
ENE-2016,Papa Amarilla,3.0,2.2,2.73,1145.0
FEB-2016,Papa Amarilla,2.1,1.3,1.84,3440.0
MAR-2016,Papa Amarilla,2.1,1.3,1.59,3292.0
ABR-2016,Papa Amarilla,1.9,1.4,1.62,2484.0
MAY-2016,Papa Amarilla,1.7,1.4,1.58,2121.0
JUN-2016,Papa Amarilla,1.9,1.3,1.56,2315.0
JUL-2016,Papa Amarilla,3.2,1.9,2.33,2550.0
AGO-2016,Papa Amarilla,3.8,2.7,3.32,2060.0
SEP-2016,Papa Amarilla,3.3,2.9,3.1,2514.0
OCT-2016,Papa Amarilla,3.1,2.2,2.66,2802.0
NOV-2016,Papa Amarilla,3.0,1.9,2.45,3705.0
DIC-2016,Papa Amarilla,2.6,1.7,2.18,3563.0
ENE-2017,Papa Amarilla,2.3,1.6,1.95,2789.0
FEB-2017,Papa Amarilla,2.6,1.6,2.06,1912.0
MAR-2017,Papa Amarilla,3.0,1.2,2.08,2426.0
ABR-2017,Papa Amarilla,2.0,1.2,1.61,2802.0
MAY-2017,Papa Amarilla,1.6,1.1,1.43,2641.0
JUN-2017,Papa Amarilla,1.6,1.2,1.34,2842.0
JUL-2017,Papa Amarilla,1.6,1.2,1.38,2813.0
AGO-2017,Papa Amarilla,1.7,1.2,1.43,3267.0
SEP-2017,Papa Amarilla,1.6,1.2,1.44,3271.0
OCT-2017,Papa Amarilla,1.3,0.8,1.05,4092.0
NOV-2017,Papa Amarilla,1.3,0.9,1.09,4369.0
DIC-2017,Papa Amarilla,1.8,0.9,1.27,4356.0
ENE-2018,Papa Amarilla,2.8,1.2,1.64,3808.0
FEB-2018,Papa Amarilla,2.9,0.9,1.66,3116.0
MAR-2018,Papa Amarilla,2.2,1.1,1.44,3754.0
ABR-2018,Papa Amarilla,1.4,1.0,1.2,2687.0
MAY-2018,Papa Amarilla,1.4,1.0,1.23,3025.0
JUN-2018,Papa Amarilla,2.0,1.4,1.71,1740.0
JUL-2018,Papa Amarilla,2.8,1.6,1.96,1830.0
AGO-2018,Papa Amarilla,2.8,1.9,2.38,2215.0
SEP-2018,Papa Amarilla,3.3,2.0,2.45,2114.0
OCT-2018,Papa Amarilla,2.8,2.0,2.48,2035.0
NOV-2018,Papa Amarilla,2.9,2.0,2.51,2739.0
DIC-2018,Papa Amarilla,3.7,2.5,3.06,3180.0
ENE-2019,Papa Amarilla,3.2,2.1,2.67,4582.0
FEB-2019,Papa Amarilla,2.3,1.6,1.95,2742.0
MAR-2019,Papa Amarilla,2.6,1.8,2.17,2585.0
ABR-2019,Papa Amarilla,2.8,1.2,2.13,2580.0
MAY-2019,Papa Amarilla,2.2,1.4,1.82,2695.0
JUN-2019,Papa Amarilla,1.9,1.3,1.55,2509.0
JUL-2019,Papa Amarilla,2.0,1.6,1.73,3130.0
AGO-2019,Papa Amarilla,2.3,1.6,1.92,3221.0
SEP-2019,Papa Amarilla,2.4,2.0,2.28,3617.0
OCT-2019,Papa Amarilla,2.6,2.1,2.34,3787.0
NOV-2019,Papa Amarilla,3.2,2.3,2.6,3818.0
DIC-2019,Papa Amarilla,2.7,2.2,2.46,3907.0
ENE-2020,Papa Amarilla,2.4,1.4,1.74,4348.0
FEB-2020,Papa Amarilla,2.0,1.2,1.69,4655.0
MAR-2020,Papa Amarilla,1.9,1.0,1.39,4826.0
ABR-2020,Papa Amarilla,2.0,0.9,1.49,2100.0
MAY-2020,Papa Amarilla,2.0,1.0,1.18,1403.0
JUN-2020,Papa Amarilla,1.6,1.0,1.23,1684.0
JUL-2020,Papa Amarilla,2.3,1.4,1.82,1650.0
AGO-2020,Papa Amarilla,2.5,1.8,2.21,1998.0
SEP-2020,Papa Amarilla,2.8,2.0,2.24,2911.0
OCT-2020,Papa Amarilla,2.2,1.5,1.83,3097.0
NOV-2020,Papa Amarilla,1.8,1.5,1.65,3033.0
DIC-2020,Papa Amarilla,2.2,1.5,1.77,3110.0
ENE-2021,Papa Amarilla,2.3,1.8,2.09,4154.0
FEB-2021,Papa Amarilla,2.6,2.0,2.25,2352.0
MAR-2021,Papa Amarilla,2.9,1.8,2.24,4345.0
ABR-2021,Papa Amarilla,2.3,1.4,1.91,4952.0
MAY-2021,Papa Amarilla,1.9,1.3,1.67,4215.0
JUN-2021,Papa Amarilla,1.8,1.2,1.45,2774.0
JUL-2021,Papa Amarilla,1.7,1.2,1.47,2318.0
AGO-2021,Papa Amarilla,1.8,1.4,1.65,2596.0
SEP-2021,Papa Amarilla,1.8,1.2,1.48,3164.0
OCT-2021,Papa Amarilla,1.4,0.8,1.15,4669.0
NOV-2021,Papa Amarilla,1.7,1.1,1.4,3294.0
DIC-2021,Papa Amarilla,2.1,1.2,1.68,5265.0
ENE-2022,Papa Amarilla,2.2,1.8,2.05,3093.0
FEB-2022,Papa Amarilla,2.5,2.0,2.23,4993.0
MAR-2022,Papa Amarilla,2.2,1.5,1.94,5792.0
ABR-2022,Papa Amarilla,2.2,1.4,1.73,4686.0
MAY-2022,Papa Amarilla,2.4,1.4,1.83,5550.0
JUN-2022,Papa Amarilla,4.0,1.8,2.92,5581.0
JUL-2022,Papa Amarilla,4.8,2.3,3.46,2751.0
AGO-2022,Papa Amarilla,4.0,3.3,3.64,3087.0
SEP-2022,Papa Amarilla,5.5,3.6,4.73,3284.0
OCT-2022,Papa Amarilla,5.0,2.8,3.82,2659.0
NOV-2022,Papa Amarilla,5.4,3.8,4.6,2729.0
DIC-2022,Papa Amarilla,6.2,3.3,5.19,3734.0
ENE-2023,Papa Amarilla,4.4,2.5,3.59,3703.0
FEB-2023,Papa Amarilla,3.0,2.0,2.52,3654.0
MAR-2023,Papa Amarilla,3.5,1.8,2.43,5745.0
ABR-2023,Papa Amarilla,3.0,1.8,2.28,5110.0
MAY-2023,Papa Amarilla,2.5,1.5,1.85,3348.0
JUN-2023,Papa Amarilla,2.2,1.2,1.53,3348.0
JUL-2023,Papa Amarilla,2.5,1.3,1.9,2965.0
AGO-2023,Papa Amarilla,3.3,1.8,2.46,3905.0
SEP-2023,Papa Amarilla,4.5,3.1,3.69,3823.0
OCT-2023,Papa Amarilla,4.5,3.3,3.85,2684.0
NOV-2023,Papa Amarilla,4.8,3.3,4.17,3013.0
DIC-2023,Papa Amarilla,4.5,2.8,3.61,2499.0
ENE-2024,Papa Amarilla,4.5,2.3,3.2,2651.0
FEB-2024,Papa Amarilla,2.6,1.8,2.31,2226.0
MAR-2024,Papa Amarilla,2.5,1.6,2.06,2675.0
ABR-2024,Papa Amarilla,2.0,1.5,1.78,2273.0
MAY-2024,Papa Amarilla,3.0,1.6,2.24,1792.0
JUN-2024,Papa Amarilla,3.4,2.6,3.04,1329.0
JUL-2024,Papa Amarilla,4.0,3.1,3.5,1304.0
AGO-2024,Papa Amarilla,4.5,3.7,4.2,1421.0
SEP-2024,Papa Amarilla,4.0,2.6,3.2,1587.0
OCT-2024,Papa Amarilla,3.1,1.7,2.54,2709.0
NOV-2024,Papa Amarilla,2.8,1.6,2.21,2359.0
DIC-2024,Papa Amarilla,2.2,1.6,1.95,2104.0
ENE-2015,Papa Blanca,2.15,0.8,1.03,32700.0
FEB-2015,Papa Blanca,1.3,1.03,1.15,33062.0
MAR-2015,Papa Blanca,1.45,0.98,1.12,36114.0
ABR-2015,Papa Blanca,1.1,0.6,0.82,34342.0
MAY-2015,Papa Blanca,0.78,0.55,0.64,34938.0
JUN-2015,Papa Blanca,0.7,0.53,0.61,32901.0
JUL-2015,Papa Blanca,0.8,0.6,0.7,39694.0
AGO-2015,Papa Blanca,0.82,0.63,0.74,35977.0
SEP-2015,Papa Blanca,1.0,0.73,0.89,34087.0
OCT-2015,Papa Blanca,1.4,0.95,1.2,33281.0
NOV-2015,Papa Blanca,2.0,1.23,1.7,27958.0
DIC-2015,Papa Blanca,2.25,1.55,1.82,25035.0
ENE-2016,Papa Blanca,2.15,1.91,2.09,8820.0
FEB-2016,Papa Blanca,1.75,0.95,1.52,23816.0
MAR-2016,Papa Blanca,1.35,0.65,0.91,27021.0
ABR-2016,Papa Blanca,0.85,0.6,0.72,21576.0
MAY-2016,Papa Blanca,0.84,0.6,0.71,18230.0
JUN-2016,Papa Blanca,1.1,0.6,0.84,21908.0
JUL-2016,Papa Blanca,1.35,0.98,1.16,26632.0
AGO-2016,Papa Blanca,1.35,0.98,1.19,18586.0
SEP-2016,Papa Blanca,2.45,1.33,1.78,18900.0
OCT-2016,Papa Blanca,1.98,1.25,1.61,18907.0
NOV-2016,Papa Blanca,1.6,1.1,1.4,17136.0
DIC-2016,Papa Blanca,1.7,0.9,1.42,23055.0
ENE-2017,Papa Blanca,1.25,0.7,1.01,27126.0
FEB-2017,Papa Blanca,1.1,0.8,0.93,27026.0
MAR-2017,Papa Blanca,1.1,0.5,0.83,29114.0
ABR-2017,Papa Blanca,0.71,0.5,0.63,24047.0
MAY-2017,Papa Blanca,0.8,0.58,0.68,17759.0
JUN-2017,Papa Blanca,0.8,0.5,0.65,20801.0
JUL-2017,Papa Blanca,0.8,0.55,0.67,27215.0
AGO-2017,Papa Blanca,0.73,0.53,0.61,21038.0
SEP-2017,Papa Blanca,0.63,0.48,0.54,22319.0
OCT-2017,Papa Blanca,0.6,0.4,0.49,22004.0
NOV-2017,Papa Blanca,0.63,0.4,0.52,22401.0
DIC-2017,Papa Blanca,0.55,0.28,0.42,23065.0
ENE-2018,Papa Blanca,0.55,0.28,0.44,27974.0
FEB-2018,Papa Blanca,0.7,0.4,0.56,25572.0
MAR-2018,Papa Blanca,0.8,0.6,0.73,30204.0
ABR-2018,Papa Blanca,0.83,0.63,0.71,28658.0
MAY-2018,Papa Blanca,0.88,0.65,0.76,28675.0
JUN-2018,Papa Blanca,0.78,0.63,0.71,28996.0
JUL-2018,Papa Blanca,0.9,0.65,0.75,29600.0
AGO-2018,Papa Blanca,1.15,0.75,0.91,26636.0
SEP-2018,Papa Blanca,1.3,0.85,1.03,28439.0
OCT-2018,Papa Blanca,1.3,0.75,1.0,30123.0
NOV-2018,Papa Blanca,0.9,0.6,0.77,29188.0
DIC-2018,Papa Blanca,1.08,0.7,0.92,31785.0
ENE-2019,Papa Blanca,1.5,0.98,1.2,25453.0
FEB-2019,Papa Blanca,1.48,0.95,1.26,24535.0
MAR-2019,Papa Blanca,1.65,1.0,1.36,31400.0
ABR-2019,Papa Blanca,1.5,0.9,1.16,31535.0
MAY-2019,Papa Blanca,1.2,0.8,0.95,25842.0
JUN-2019,Papa Blanca,1.25,0.83,1.03,27113.0
JUL-2019,Papa Blanca,1.35,0.9,1.13,27059.0
AGO-2019,Papa Blanca,1.3,0.98,1.12,29493.0
SEP-2019,Papa Blanca,1.6,1.15,1.47,26554.0
OCT-2019,Papa Blanca,1.6,1.3,1.49,27041.0
NOV-2019,Papa Blanca,1.7,1.25,1.52,21863.0
DIC-2019,Papa Blanca,1.6,0.8,1.17,30937.0
ENE-2020,Papa Blanca,1.05,0.55,0.75,31963.0
FEB-2020,Papa Blanca,0.83,0.5,0.64,30206.0
MAR-2020,Papa Blanca,1.0,0.4,0.65,33081.0
ABR-2020,Papa Blanca,1.0,0.4,0.68,32644.0
MAY-2020,Papa Blanca,0.65,0.4,0.5,32147.0
JUN-2020,Papa Blanca,0.7,0.35,0.53,34789.0
JUL-2020,Papa Blanca,0.6,0.4,0.48,39968.0
AGO-2020,Papa Blanca,0.7,0.4,0.54,40690.0
SEP-2020,Papa Blanca,0.7,0.4,0.59,39218.0
OCT-2020,Papa Blanca,0.65,0.4,0.55,40380.0
NOV-2020,Papa Blanca,0.65,0.4,0.52,36517.0
DIC-2020,Papa Blanca,0.75,0.45,0.64,43649.0
ENE-2021,Papa Blanca,0.8,0.5,0.69,42499.0
FEB-2021,Papa Blanca,0.75,0.4,0.61,34756.0
MAR-2021,Papa Blanca,1.35,0.6,0.77,42091.0
ABR-2021,Papa Blanca,1.0,0.65,0.82,39204.0
MAY-2021,Papa Blanca,0.9,0.65,0.78,40372.0
JUN-2021,Papa Blanca,0.95,0.7,0.83,41257.0
JUL-2021,Papa Blanca,1.1,0.8,0.92,43395.0
AGO-2021,Papa Blanca,1.25,0.8,1.02,42069.0
SEP-2021,Papa Blanca,1.3,1.0,1.13,45035.0
OCT-2021,Papa Blanca,1.3,0.9,1.08,46490.0
NOV-2021,Papa Blanca,1.2,0.95,1.08,43585.0
DIC-2021,Papa Blanca,1.2,0.9,1.06,46876.0
ENE-2022,Papa Blanca,1.4,0.9,1.12,39959.0
FEB-2022,Papa Blanca,1.7,1.1,1.32,40921.0
MAR-2022,Papa Blanca,1.5,1.0,1.14,38646.0
ABR-2022,Papa Blanca,2.05,0.9,1.26,42200.0
MAY-2022,Papa Blanca,1.2,0.9,1.04,39201.0
JUN-2022,Papa Blanca,2.7,0.95,1.36,34414.0
JUL-2022,Papa Blanca,1.7,1.0,1.38,44100.0
AGO-2022,Papa Blanca,2.0,1.2,1.46,34132.0
SEP-2022,Papa Blanca,2.3,1.7,1.93,29839.0
OCT-2022,Papa Blanca,2.5,1.3,1.79,31260.0
NOV-2022,Papa Blanca,2.2,1.4,1.68,28597.0
DIC-2022,Papa Blanca,3.0,1.8,2.27,33457.0
ENE-2023,Papa Blanca,2.5,1.6,2.08,36363.0
FEB-2023,Papa Blanca,1.8,1.1,1.48,34919.0
MAR-2023,Papa Blanca,1.3,0.8,1.06,41000.0
ABR-2023,Papa Blanca,1.1,0.6,0.89,38782.0
MAY-2023,Papa Blanca,0.95,0.65,0.82,44376.0
JUN-2023,Papa Blanca,1.0,0.6,0.78,38825.0
JUL-2023,Papa Blanca,1.5,0.6,0.81,38466.0
AGO-2023,Papa Blanca,0.85,0.6,0.72,40050.0
SEP-2023,Papa Blanca,0.9,0.6,0.77,40511.0
OCT-2023,Papa Blanca,1.1,0.65,0.9,42733.0
NOV-2023,Papa Blanca,1.4,1.0,1.19,42121.0
DIC-2023,Papa Blanca,1.8,1.1,1.37,48638.0
ENE-2024,Papa Blanca,1.5,0.7,1.09,44683.0
FEB-2024,Papa Blanca,1.1,0.7,0.88,45221.0
MAR-2024,Papa Blanca,1.2,0.8,0.91,48524.0
ABR-2024,Papa Blanca,1.1,0.65,0.92,48874.0
MAY-2024,Papa Blanca,1.1,0.8,1.0,49394.0
JUN-2024,Papa Blanca,1.4,0.85,1.1,46392.0
JUL-2024,Papa Blanca,1.8,1.2,1.4,49096.0
AGO-2024,Papa Blanca,2.3,1.6,1.98,48072.0
SEP-2024,Papa Blanca,2.3,1.9,2.17,43960.0
OCT-2024,Papa Blanca,2.5,1.3,2.01,46880.0
NOV-2024,Papa Blanca,1.8,1.1,1.44,48780.0
DIC-2024,Papa Blanca,1.2,0.8,0.96,49631.0
ENE-2015,Papa Canchan,2.5,1.1,1.33,876.0
FEB-2015,Papa Canchan,1.6,1.3,1.46,282.0
MAR-2015,Papa Canchan,1.4,1.0,1.18,1055.0
ABR-2015,Papa Canchan,1.1,0.7,0.9,1435.0
MAY-2015,Papa Canchan,0.9,0.65,0.81,1456.0
JUN-2015,Papa Canchan,0.9,0.7,0.78,1478.0
JUL-2015,Papa Canchan,1.1,0.8,0.92,1405.0
AGO-2015,Papa Canchan,1.1,0.8,0.99,990.0
SEP-2015,Papa Canchan,1.1,0.75,0.95,1202.0
OCT-2015,Papa Canchan,1.45,1.0,1.13,1211.0
NOV-2015,Papa Canchan,1.75,1.3,1.54,1381.0
DIC-2015,Papa Canchan,2.3,1.5,1.92,1985.0
ENE-2016,Papa Canchan,2.5,2.03,2.26,904.0
FEB-2016,Papa Canchan,1.9,1.1,1.56,4359.0
MAR-2016,Papa Canchan,1.4,0.75,0.96,5873.0
ABR-2016,Papa Canchan,1.0,0.65,0.86,6493.0
MAY-2016,Papa Canchan,1.0,0.65,0.85,8008.0
JUN-2016,Papa Canchan,1.25,0.75,1.03,5997.0
JUL-2016,Papa Canchan,1.8,1.15,1.44,3555.0
AGO-2016,Papa Canchan,1.6,1.1,1.31,5250.0
SEP-2016,Papa Canchan,2.0,1.1,1.48,8480.0
OCT-2016,Papa Canchan,1.55,1.2,1.4,7463.0
NOV-2016,Papa Canchan,1.8,1.2,1.51,6841.0
DIC-2016,Papa Canchan,1.85,1.3,1.6,7938.0
ENE-2017,Papa Canchan,1.4,0.9,1.21,7053.0
FEB-2017,Papa Canchan,1.1,0.85,0.95,6990.0
MAR-2017,Papa Canchan,1.2,0.6,0.93,7011.0
ABR-2017,Papa Canchan,1.0,0.6,0.85,7663.0
MAY-2017,Papa Canchan,0.95,0.7,0.82,8767.0
JUN-2017,Papa Canchan,1.0,0.7,0.87,6090.0
JUL-2017,Papa Canchan,1.0,0.6,0.77,6137.0
AGO-2017,Papa Canchan,0.9,0.6,0.74,6680.0
SEP-2017,Papa Canchan,0.8,0.6,0.7,6816.0
OCT-2017,Papa Canchan,0.8,0.5,0.66,7448.0
NOV-2017,Papa Canchan,0.85,0.5,0.66,6069.0
DIC-2017,Papa Canchan,0.7,0.5,0.61,5572.0
ENE-2018,Papa Canchan,0.65,0.4,0.53,4348.0
FEB-2018,Papa Canchan,0.8,0.5,0.65,4959.0
MAR-2018,Papa Canchan,0.85,0.65,0.73,6620.0
ABR-2018,Papa Canchan,0.9,0.68,0.78,8645.0
MAY-2018,Papa Canchan,0.9,0.7,0.82,7666.0
JUN-2018,Papa Canchan,0.95,0.75,0.85,6715.0
JUL-2018,Papa Canchan,1.05,0.65,0.83,4716.0
AGO-2018,Papa Canchan,1.2,0.85,1.03,4615.0
SEP-2018,Papa Canchan,1.2,0.8,1.03,4170.0
OCT-2018,Papa Canchan,1.05,0.7,0.84,3827.0
NOV-2018,Papa Canchan,1.1,0.65,0.94,2702.0
DIC-2018,Papa Canchan,1.1,0.7,0.9,2526.0
ENE-2019,Papa Canchan,1.3,0.8,1.11,1957.0
FEB-2019,Papa Canchan,1.7,1.2,1.47,2543.0
MAR-2019,Papa Canchan,1.7,1.2,1.52,1825.0
ABR-2019,Papa Canchan,1.65,1.0,1.34,3738.0
MAY-2019,Papa Canchan,1.3,0.9,1.04,5765.0
JUN-2019,Papa Canchan,1.6,1.0,1.21,5949.0
JUL-2019,Papa Canchan,1.8,1.4,1.6,4623.0
AGO-2019,Papa Canchan,1.5,1.3,1.39,2244.0
SEP-2019,Papa Canchan,1.65,1.3,1.51,3689.0
OCT-2019,Papa Canchan,1.7,1.2,1.47,3420.0
NOV-2019,Papa Canchan,1.6,1.15,1.38,2958.0
DIC-2019,Papa Canchan,1.4,0.9,1.11,2532.0
ENE-2020,Papa Canchan,1.2,0.7,0.92,3018.0
FEB-2020,Papa Canchan,1.1,0.65,0.86,4058.0
MAR-2020,Papa Canchan,1.0,0.5,0.73,4548.0
ABR-2020,Papa Canchan,1.1,0.5,0.75,3153.0
MAY-2020,Papa Canchan,0.8,0.45,0.58,2602.0
JUN-2020,Papa Canchan,0.8,0.5,0.62,1477.0
JUL-2020,Papa Canchan,0.7,0.5,0.61,1688.0
AGO-2020,Papa Canchan,0.8,0.5,0.66,984.0
SEP-2020,Papa Canchan,0.65,0.5,0.55,1178.0
OCT-2020,Papa Canchan,0.6,0.35,0.49,2326.0
NOV-2020,Papa Canchan,0.6,0.35,0.47,1107.0
DIC-2020,Papa Canchan,0.7,0.4,0.56,2245.0
ENE-2021,Papa Canchan,1.05,0.55,0.76,1810.0
FEB-2021,Papa Canchan,1.05,0.75,0.91,1831.0
MAR-2021,Papa Canchan,1.85,0.8,1.17,1382.0
ABR-2021,Papa Canchan,1.6,1.2,1.41,1235.0
MAY-2021,Papa Canchan,1.5,1.1,1.29,839.0
JUN-2021,Papa Canchan,1.6,1.2,1.37,933.0
JUL-2021,Papa Canchan,1.5,1.2,1.37,1142.0
AGO-2021,Papa Canchan,1.5,1.0,1.24,934.0
SEP-2021,Papa Canchan,1.4,0.9,1.13,844.0
OCT-2021,Papa Canchan,1.2,0.8,0.94,516.0
